cells,sample_id,group_id
cy129_CD45negCD90neg_S56,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S54,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S86,Mel129pa,treatment_naive
cy128_CD45neg_S233,Mel128,treatment_naive
cy129_CD45negCD90neg_S27,Mel129pa,treatment_naive
cy128_CD45neg_S277,Mel128,treatment_naive
cy129_CD45negCD90neg_S4,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S44,Mel129pa,treatment_naive
cy128_CD45neg_S265,Mel128,treatment_naive
cy129_CD45negCD90neg_S68,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S75,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S18,Mel129pa,treatment_naive
cy128_CD45neg_S200,Mel128,treatment_naive
cy129_CD45negCD90neg_S28,Mel129pa,treatment_naive
cy128_CD45neg_S229,Mel128,treatment_naive
cy128_CD45neg_S212,Mel128,treatment_naive
cy129_CD45negCD90neg_S41,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S53,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S14,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S23,Mel129pa,treatment_naive
cy128_CD45neg_S248,Mel128,treatment_naive
cy129_CD45negCD90neg_S9,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S71,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S76,Mel129pa,treatment_naive
cy128_CD45neg_S253,Mel128,treatment_naive
cy128_CD45neg_S287,Mel128,treatment_naive
cy129_CD45negCD90neg_S39,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S15,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S47,Mel129pa,treatment_naive
cy128_CD45neg_S236,Mel128,treatment_naive
cy129_CD45negCD90neg_S73,Mel129pa,treatment_naive
cy128_CD45neg_S220,Mel128,treatment_naive
cy129_CD45negCD90neg_S19,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S92,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S77,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S90,Mel129pa,treatment_naive
cy128_CD45neg_S270,Mel128,treatment_naive
